ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 visible","Attribute 7 global"
\n
\nClear Quartz is the Stone of Clarity. Its ability to focus, amplify, store and transform energy is unmatched. Clear Quartz is excellent for amplifying the energies of other stones. This is why nearly all of our crystal water blends contain Clear Quartz.
\n
\n&nbsp;
\n
\n&nbsp;
\n<div class=""additional-attributes-wrapper table-wrapper"">
\n<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
\n<tbody>
\n<tr>
\n<th class=""col label"" scope=""row"">EAN</th>
\n<td class=""col data"" data-th=""EAN"">4260228312781</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Comes With</th>
\n<td class=""col data"" data-th=""Comes With"">glass cylinder, lid, gempod</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Dimensions &amp; Weight</th>
\n<td class=""col data"" data-th=""Dimensions &amp; Weight"">diameter 6,7 cm., height 22,5cm, volume 500ml</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Material</th>
\n<td class=""col data"" data-th=""Material"">borosilicate glass, gemstones, stainless steel, bpa-free plastic, silicone</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Care</th>
\n<td class=""col data"" data-th=""Care"">glass cylinder dishwasher-proof, handwash lid and gempod, disassemble gempod before cleaning</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<iframe style=""display: none;""></iframe>",,,taxable,,0,,,0,0,,,,,1,,,73.553,"Gadgets, Gadgets > Via bottles",,,"https://pickaqua.com/wp-content/uploads/2023/07/1-10.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-8.jpg",,,,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5244,simple,,"ViA HEAT LOVE | Insulated Crystal Infusion Bottle",1,0,visible,"<strong>Rose Quartz, Garnet &amp; Clear Quartz</strong>
\n
\nTHE HEAT IS ON. This Crystal Infusion Bottle with genuine gems features lab-quality, double-walled glass for insulation. Enjoy the sparkle of your favorite gemstone blend inside the bottle while brewing your tea on-the-go with the (optional) extra-large tea strainer. Stays cool to the touch. Crystal vibes for your hot or cool drink. Engineered in the German Alps. Made in Germany.","THE PERFECT TEMPERATURE. Thermal shock resistant, double-walled glass insulates cold and hot drinks. Stays cool to the touch.
\n
\nNEXT LEVEL TEA-TO-GO. Enjoy your loose leaf tea with the (optional) large capacity, stainless steel tea strainer.
\n
\nDIVERSE. Choose one of 13 traditional gemstone blends.
\n
\nFLEXILID™. Open you bottle with ease while your drink is still warm.
\n
\nVERSATILE. Use the glass insert of your regular ViA bottle for ViA HEAT. They are fully compatible.
\n
\nSUSTAINABLE. Stop using paper cups from your coffee shop and let them fill your ViA HEAT instead.
\n
\nCRYSTAL VIBES. Our 12.2 fl.oz. insulating glass bottle with a holistic blend of genuine crystals is the perfect companion to infuse your warm or cool drink with positive energy on-the-go. Naturopathic doctors have been using the vibrant energy of precious stones to prepare potent crystal elixirs for their therapies for many years. With the help of gemologists and naturopaths we’ve reinterpreted this tradition and created a select number of unique crystal blends aimed at specific crystal attributes.
\n
\nLOVE. All you need is … water. And when you add rose quartz, the quintessential stone of love, tenderness and sensuality, anything is possible. Fair and lovely rose quartz is a talisman for relationships and is used in crystal healing to release emotional wounds and traumas and to bring peace and calm. Fiery Garnet adds a wonderful component of sensuality and passion to this blend. Combined, they create a unique emotional dynamic - LOVE. For those who love water, this is the perfect gift.
\n
\n&nbsp;
\n
\n&nbsp;
\n<div class=""additional-attributes-wrapper table-wrapper"">
\n<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
\n<tbody>
\n<tr>
\n<th class=""col label"" scope=""row"">EAN</th>
\n<td class=""col data"" data-th=""EAN"">4260228314266</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Comes With</th>
\n<td class=""col data"" data-th=""Comes With"">glass bottle | silicone lids with FlexiLid™ technology | removable GemPod</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Dimensions &amp; Weight</th>
\n<td class=""col data"" data-th=""Dimensions &amp; Weight"">volume 12.2 fl.oz. | height 8.86 in | diameter 2.76 mm</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Material</th>
\n<td class=""col data"" data-th=""Material"">borosilicate, lead-free glass | genuine gemstones | silicone | bpa-free plastic (washers)</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Care</th>
\n<td class=""col data"" data-th=""Care"">glass cylinder dishwasher-proof, handwash lids and GemPod, disassemble GemPod before cleaning</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<iframe style=""display: none;""></iframe>
\n
\n<iframe style=""display: none;""></iframe>
\n
\n<iframe style=""display: none;""></iframe>",,,taxable,,1,,,0,0,,,,,1,,,65.2915,"Gadgets, Gadgets > Via bottles",,,"https://pickaqua.com/wp-content/uploads/2023/07/1-11.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-7.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-9.jpg, https://pickaqua.com/wp-content/uploads/2023/07/4-6.jpg",,,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5255,simple,,"ViA HEAT VITALITY | Insulated Crystal Infusion Bottle",1,0,visible,"<strong>Emerald &amp; Clear Quartz</strong>
\n
\nTHE HEAT IS ON. This Crystal Infusion Bottle with genuine gems features lab-quality, double-walled glass for insulation. Enjoy the sparkle of your favorite gemstone blend inside the bottle while brewing your tea on-the-go with the (optional) extra-large tea strainer. Stays cool to the touch. Crystal vibes for your hot or cool drink. Engineered in the German Alps. Made in Germany.","THE PERFECT TEMPERATURE. Thermal shock resistant, double-walled glass insulates cold and hot drinks. Stays cool to the touch.
\n
\nNEXT LEVEL TEA-TO-GO. Enjoy your loose leaf tea with the (optional) large capacity, stainless steel tea strainer.
\n
\nDIVERSE. Choose one of 13 traditional gemstone blends.
\n
\nFLEXILID™. Open you bottle with ease while your drink is still warm.
\n
\nVERSATILE. Use the glass insert of your regular ViA bottle for ViA HEAT. They are fully compatible.
\n
\nSUSTAINABLE. Stop using paper cups from your coffee shop and let them fill your ViA HEAT instead.
\n
\nCRYSTAL VIBES. Our 12.2 fl.oz. insulating glass bottle with a holistic blend of genuine crystals is the perfect companion to infuse your warm or cool drink with positive energy on-the-go. Naturopathic doctors have been using the vibrant energy of precious stones to prepare potent crystal elixirs for their therapies for many years. With the help of gemologists and naturopaths we’ve reinterpreted this tradition and created a select number of unique crystal blends aimed at specific crystal attributes.
\n
\nVITALITY. The 11th-century abbess Hildegard of Bingen wrote: The many green hughes of an emerald reflect the beautiful green colors of nature. Emerald is a crystal of the heart. It stands for renewal and regeneration like no other. This lush “growth crystal” has been a source of fascination in several cultures for over six thousand years and was considered a symbol of eternal life in ancient Egypt. Many believe emerald to have rejuvenating and restoring effects.
\n
\n&nbsp;
\n<div class=""additional-attributes-wrapper table-wrapper"">
\n<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
\n<tbody>
\n<tr>
\n<th class=""col label"" scope=""row"">EAN</th>
\n<td class=""col data"" data-th=""EAN"">4260228314273</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Comes With</th>
\n<td class=""col data"" data-th=""Comes With"">glass bottle | silicone lids with FlexiLid™ technology | removable GemPod</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Dimensions &amp; Weight</th>
\n<td class=""col data"" data-th=""Dimensions &amp; Weight"">volume 12.2 fl.oz. | height 8.86 in | diameter 2.76 mm</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Material</th>
\n<td class=""col data"" data-th=""Material"">borosilicate, lead-free glass | genuine gemstones | silicone | bpa-free plastic (washers)</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Care</th>
\n<td class=""col data"" data-th=""Care"">glass cylinder dishwasher-proof, handwash lids and GemPod, disassemble GemPod before cleaning</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<iframe style=""display: none;""></iframe>
\n
\n<iframe style=""display: none;""></iframe>",,,taxable,,1,,,0,0,,,,,1,,,77.6859,"Gadgets, Gadgets > Via bottles",,,"https://pickaqua.com/wp-content/uploads/2023/07/1-12.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-7.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-10.jpg, https://pickaqua.com/wp-content/uploads/2023/07/4-6.jpg",,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5266,simple,,"ViA HEAT LUNA | Insulated Crystal Infusion Bottle",1,0,visible,"<strong>moonstone | clear quartz</strong>
\n
\nTHE HEAT IS ON. This Crystal Infusion Bottle with genuine gems features lab-quality, double-walled glass for insulation. Enjoy the sparkle of your favorite gemstone blend inside the bottle while brewing your tea on-the-go with the (optional) extra-large tea strainer. Stays cool to the touch. Crystal vibes for your hot or cool drink. Engineered in the German Alps. Made in Germany.","THE PERFECT TEMPERATURE. Thermal shock resistant, double-walled glass insulates cold and hot drinks. Stays cool to the touch.
\n
\nNEXT LEVEL TEA-TO-GO. Enjoy your loose leaf tea with the (optional) large capacity, stainless steel tea strainer.
\n
\nDIVERSE. Choose one of 13 traditional gemstone blends.
\n
\nFLEXILID™. Open you bottle with ease while your drink is still warm.
\n
\nVERSATILE. Use the glass insert of your regular ViA bottle for ViA HEAT. They are fully compatible.
\n
\nSUSTAINABLE. Stop using paper cups from your coffee shop and let them fill your ViA HEAT instead.
\n
\nCRYSTAL VIBES. Our 12.2 fl.oz. insulating glass bottle with a holistic blend of genuine crystals is the perfect companion to infuse your warm or cool drink with positive energy on-the-go. Naturopathic doctors have been using the vibrant energy of precious stones to prepare potent crystal elixirs for their therapies for many years. With the help of gemologists and naturopaths we’ve reinterpreted this tradition and created a select number of unique crystal blends aimed at specific crystal attributes.
\n
\nLUNA... is strongly connected to the energy of the moon, making it first and foremost, a women's stone. In traditional healing practices it is used to help strengthen a woman's intuitive sense, open the heart and to get in balance with the natural cycles of life. Wise women know about the effects of the moon on their body. Vibrating with the light of a full moon, rainbow moonstone provides a reflective, calming energy.
\n
\n&nbsp;
\n<div class=""additional-attributes-wrapper table-wrapper"">
\n<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
\n<tbody>
\n<tr>
\n<th class=""col label"" scope=""row"">EAN</th>
\n<td class=""col data"" data-th=""EAN"">4260228314280</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Comes With</th>
\n<td class=""col data"" data-th=""Comes With"">glass bottle | silicone lids with FlexiLid™ technology | removable GemPod</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Dimensions &amp; Weight</th>
\n<td class=""col data"" data-th=""Dimensions &amp; Weight"">volume 12.2 fl.oz. | height 8.86 in | diameter 2.76 mm</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Material</th>
\n<td class=""col data"" data-th=""Material"">borosilicate, lead-free glass | genuine gemstones | silicone | bpa-free plastic (washers)</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Care</th>
\n<td class=""col data"" data-th=""Care"">glass cylinder dishwasher-proof, handwash lids and GemPod, disassemble GemPod before cleaning</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<iframe style=""display: none;""></iframe>
\n
\n<iframe style=""display: none;""></iframe>",,,taxable,,1,,,0,0,,,,,1,,,77.6859,"Gadgets, Gadgets > Via bottles",,,"https://pickaqua.com/wp-content/uploads/2023/07/1-13.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-7.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-11.jpg, https://pickaqua.com/wp-content/uploads/2023/07/4-6.jpg",,,,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5277,simple,,"ViA HEAT FOREVER YOUNG | Insulated Crystal Infusion Bottle",1,0,visible,"<div class=""product attribute overview"">
\n<div class=""value std"">
\n
\n<strong>Aventurine, Aquamarine, Smoky Quartz &amp; Clear Quartz</strong>
\n
\nTHE HEAT IS ON. This Crystal Infusion Bottle with genuine gems features lab-quality, double-walled glass for insulation. Enjoy the sparkle of your favorite gemstone blend inside the bottle while brewing your tea on-the-go with the (optional) extra-large tea strainer. Stays cool to the touch. Crystal vibes for your hot or cool drink. Engineered in the German Alps. Made in Germany.
\n
\n&nbsp;
\n
\n</div>
\n</div>","THE PERFECT TEMPERATURE. Thermal shock resistant, double-walled glass insulates cold and hot drinks. Stays cool to the touch.
\n
\nNEXT LEVEL TEA-TO-GO. Enjoy your loose leaf tea with the (optional) large capacity, stainless steel tea strainer.
\n
\nDIVERSE. Choose one of 13 traditional gemstone blends.
\n
\nFLEXILID™. Open you bottle with ease while your drink is still warm.
\n
\nVERSATILE. Use the glass insert of your regular ViA bottle for ViA HEAT. They are fully compatible.
\n
\nSUSTAINABLE. Stop using paper cups from your coffee shop and let them fill your ViA HEAT instead.
\n
\nCRYSTAL VIBES. Our 12.2 fl.oz. insulating glass bottle with a holistic blend of genuine crystals is the perfect companion to infuse your warm or cool drink with positive energy on-the-go. Naturopathic doctors have been using the vibrant energy of precious stones to prepare potent crystal elixirs for their therapies for many years. With the help of gemologists and naturopaths we’ve reinterpreted this tradition and created a select number of unique crystal blends aimed at specific crystal attributes.
\n
\nFOREVER YOUNG... is designed to attract clarity, purity and fluidity like a natural mountain spring water on a crisp clear day. If your personal detox practices are important to you in these hectic times, the Forever Young blend offers an additional dimension of energetic cleansing. Aventurine has been used for regenerative purposes, aquamarine for cleansing and smoky quartz for stress relief. In the natural healing arts, this combination provides an invigorating cleanse of body and mind.
\n
\n&nbsp;
\n
\n&nbsp;
\n<div class=""additional-attributes-wrapper table-wrapper"">
\n<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
\n<tbody>
\n<tr>
\n<th class=""col label"" scope=""row"">EAN</th>
\n<td class=""col data"" data-th=""EAN"">4260228314297</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Comes With</th>
\n<td class=""col data"" data-th=""Comes With"">glass bottle | silicone lids with FlexiLid™ technology | removable GemPod</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Dimensions &amp; Weight</th>
\n<td class=""col data"" data-th=""Dimensions &amp; Weight"">volume 12.2 fl.oz. | height 8.86 in | diameter 2.76 mm</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Material</th>
\n<td class=""col data"" data-th=""Material"">borosilicate, lead-free glass | genuine gemstones | silicone | bpa-free plastic (washers)</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Care</th>
\n<td class=""col data"" data-th=""Care"">glass cylinder dishwasher-proof, handwash lids and GemPod, disassemble GemPod before cleaning</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<iframe style=""display: none;""></iframe>
\n
\n<iframe style=""display: none;""></iframe>",,,taxable,,1,,,0,0,,,,,1,,,77.6859,"Gadgets, Gadgets > Via bottles",,,"https://pickaqua.com/wp-content/uploads/2023/07/1-14.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-7.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-12.jpg, https://pickaqua.com/wp-content/uploads/2023/07/4-6.jpg",,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5288,simple,,"ViA HEAT HAPPINESS | Insulated Crystal Infusion Bottle",1,0,visible,"<div class=""product attribute overview"">
\n<div class=""value std"">
\n
\n<strong>Carnelian, Jade, Orange Calcite &amp; Clear Quartz</strong>
\n
\nTHE HEAT IS ON. This Crystal Infusion Bottle with genuine gems features lab-quality, double-walled glass for insulation. Enjoy the sparkle of your favorite gemstone blend inside the bottle while brewing your tea on-the-go with the (optional) extra-large tea strainer. Stays cool to the touch. Crystal vibes for your hot or cool drink. Engineered in the German Alps. Made in Germany.
\n
\n</div>
\n</div>","THE PERFECT TEMPERATURE. Thermal shock resistant, double-walled glass insulates cold and hot drinks. Stays cool to the touch.
\n
\nNEXT LEVEL TEA-TO-GO. Enjoy your loose leaf tea with the large capacity, stainless steel tea strainer.
\n
\nDIVERSE. Choose one of 13 traditional gemstone blends.
\n
\nFLEXILID™. Open you bottle with ease while your drink is still warm.
\n
\nVERSATILE. Use the glass insert of your regular ViA bottle for ViA HEAT. They are fully compatible.
\n
\nSUSTAINABLE. Stop using paper cups from your coffee shop and let them fill your ViA HEAT instead.
\n
\nCRYSTAL VIBES. Our 12.2 fl.oz. insulating glass bottle with a holistic blend of genuine crystals is the perfect companion to infuse your warm or cool drink with positive energy on-the-go. Naturopathic doctors have been using the vibrant energy of precious stones to prepare potent crystal elixirs for their therapies for many years. With the help of gemologists and naturopaths we’ve reinterpreted this tradition and created a select number of unique crystal blends aimed at specific crystal attributes.
\n
\nHAPPINESS. Natural healing traditions tell us this combination of beaming orange calcite and brilliant carnelian (the “Stone of Life”) form a vibrant aura of openness, eloquence, and optimism. And to top it off, we've included beautiful jade. This “Dream Stone” is said to bless whatever it touches and has been famous over the last 6,000 years for attracting good luck.
\n
\n&nbsp;
\n
\n&nbsp;
\n<div class=""additional-attributes-wrapper table-wrapper"">
\n<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
\n<tbody>
\n<tr>
\n<th class=""col label"" scope=""row"">EAN</th>
\n<td class=""col data"" data-th=""EAN"">4260228314303</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Comes With</th>
\n<td class=""col data"" data-th=""Comes With"">glass bottle | silicone lids with FlexiLid™ technology | removable GemPod</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Dimensions &amp; Weight</th>
\n<td class=""col data"" data-th=""Dimensions &amp; Weight"">volume 12.2 fl.oz. | height 8.86 in | diameter 2.76 mm</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Material</th>
\n<td class=""col data"" data-th=""Material"">borosilicate, lead-free glass | genuine gemstones | silicone | bpa-free plastic (washers)</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Care</th>
\n<td class=""col data"" data-th=""Care"">glass cylinder dishwasher-proof, handwash lids and GemPod, disassemble GemPod before cleaning</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<iframe style=""display: none;""></iframe>",,,taxable,,1,,,0,0,,,,,1,,,77.6859,"Gadgets, Gadgets > Via bottles",,,"https://pickaqua.com/wp-content/uploads/2023/07/1-15.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-7.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-13.jpg, https://pickaqua.com/wp-content/uploads/2023/07/4-6.jpg",,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,simple,,"ViA HEAT GUARDIAN | Insulated Crystal Infusion Bottle",1,0,visible,"<strong>Black Tourmaline, Amethyst &amp; Clear Quartz</strong>
\n
\nTHE HEAT IS ON. This Crystal Infusion Bottle with genuine gems features lab-quality, double-walled glass for insulation. Enjoy the sparkle of your favorite gemstone blend inside the bottle while brewing your tea on-the-go with the (optional) extra-large tea strainer. Stays cool to the touch. Crystal vibes for your hot or cool drink. Engineered in the German Alps. Made in Germany.","THE PERFECT TEMPERATURE. Thermal shock resistant, double-walled glass insulates cold and hot drinks. Stays cool to the touch.
\n
\nNEXT LEVEL TEA-TO-GO. Enjoy your loose leaf tea with the large capacity, stainless steel tea strainer.
\n
\nDIVERSE. Choose one of 13 traditional gemstone blends.
\n
\nFLEXILID™. Open you bottle with ease while your drink is still warm.
\n
\nVERSATILE. Use the glass insert of your regular ViA bottle for ViA HEAT. They are fully compatible.
\n
\nSUSTAINABLE. Stop using paper cups from your coffee shop and let them fill your ViA HEAT instead.
\n
\nCRYSTAL VIBES. Our 12.2 fl.oz. insulating glass bottle with a holistic blend of genuine crystals is the perfect companion to infuse your warm or cool drink with positive energy on-the-go. Naturopathic doctors have been using the vibrant energy of precious stones to prepare potent crystal elixirs for their therapies for many years. With the help of gemologists and naturopaths we’ve reinterpreted this tradition and created a select number of unique crystal blends aimed at specific crystal attributes.
\n
\nGUARDIAN. New ideas, mental strength and inner growth require an open mind. This intense blend has been created to neutralize everything negative. In natural healing traditions, grounding black tourmaline stands for protection and safety. In several publications, Amethyst has been named the perfect companion for black tourmaline to create a powerful, natural shield against negativity. Clear Quartz adds a good portion of clarity.
\n
\n&nbsp;
\n<div class=""additional-attributes-wrapper table-wrapper"">
\n<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
\n<tbody>
\n<tr>
\n<th class=""col label"" scope=""row"">EAN</th>
\n<td class=""col data"" data-th=""EAN"">4260228314310</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Comes With</th>
\n<td class=""col data"" data-th=""Comes With"">glass bottle | silicone lids with FlexiLid™ technology | removable GemPod</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Dimensions &amp; Weight</th>
\n<td class=""col data"" data-th=""Dimensions &amp; Weight"">volume 12.2 fl.oz. | height 8.86 in | diameter 2.76 mm</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Material</th>
\n<td class=""col data"" data-th=""Material"">borosilicate, lead-free glass | genuine gemstones | silicone | bpa-free plastic (washers)</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Care</th>
\n<td class=""col data"" data-th=""Care"">glass cylinder dishwasher-proof, handwash lids and GemPod, disassemble GemPod before cleaning</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<iframe style=""display: none;""></iframe>",,,taxable,,1,,,0,0,,,,,1,,,77.68595,"Gadgets, Gadgets > Via bottles",,,"https://pickaqua.com/wp-content/uploads/2023/07/1-15.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-7.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-13.jpg, https://pickaqua.com/wp-content/uploads/2023/07/4-6.jpg",,,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5313,simple,,"ViA HEAT INSPIRATION | Insulated Crystal Infusion Bottle",1,0,visible,"<div class=""product attribute overview"">
\n<div class=""value std"">
\n
\n<strong>Lapis Lazuli &amp; Rutilated Quartz</strong>
\n
\nTHE HEAT IS ON. This Crystal Infusion Bottle with genuine gems features lab-quality, double-walled glass for insulation. Enjoy the sparkle of your favorite gemstone blend inside the bottle while brewing your tea on-the-go with the (optional) extra-large tea strainer. Stays cool to the touch. Crystal vibes for your hot or cool drink. Engineered in the German Alps. Made in Germany.
\n
\n</div>
\n</div>","THE PERFECT TEMPERATURE. Thermal shock resistant, double-walled glass insulates cold and hot drinks. Stays cool to the touch.
\n
\nNEXT LEVEL TEA-TO-GO. Enjoy your loose leaf tea with the large capacity, stainless steel tea strainer.
\n
\nDIVERSE. Choose one of 13 traditional gemstone blends.
\n
\nFLEXILID™. Open you bottle with ease while your drink is still warm.
\n
\nVERSATILE. Use the glass insert of your regular ViA bottle for ViA HEAT. They are fully compatible.
\n
\nSUSTAINABLE. Stop using paper cups from your coffee shop and let them fill your ViA HEAT instead.
\n
\nCRYSTAL VIBES. Our 12.2 fl.oz. insulating glass bottle with a holistic blend of genuine crystals is the perfect companion to infuse your warm or cool drink with positive energy on-the-go. Naturopathic doctors have been using the vibrant energy of precious stones to prepare potent crystal elixirs for their therapies for many years. With the help of gemologists and naturopaths we’ve reinterpreted this tradition and created a select number of unique crystal blends aimed at specific crystal attributes.
\n
\nINSPIRATION. Change the world with your creativity and break fresh ground! Get inspired by enjoying a glass of crystal water from this enchanting combination of rutilated quartz and the deep, celestial blue lapis lazuli – a symbol for spirituality in ancient Egypt about 6,000 years ago. The beautiful, golden-streaked rutile is said to energize and to improve awareness. Feed your brainpower every day with this very special blend of gem water.
\n
\n&nbsp;
\n
\n&nbsp;
\n<div class=""additional-attributes-wrapper table-wrapper"">
\n<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
\n<tbody>
\n<tr>
\n<th class=""col label"" scope=""row"">EAN</th>
\n<td class=""col data"" data-th=""EAN"">4260228314327</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Comes With</th>
\n<td class=""col data"" data-th=""Comes With"">glass bottle | silicone lids with FlexiLid™ technology | removable GemPod</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Dimensions &amp; Weight</th>
\n<td class=""col data"" data-th=""Dimensions &amp; Weight"">volume 12.2 fl.oz. | height 8.86 in | diameter 2.76 mm</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Material</th>
\n<td class=""col data"" data-th=""Material"">borosilicate, lead-free glass | genuine gemstones | silicone | bpa-free plastic (washers)</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Care</th>
\n<td class=""col data"" data-th=""Care"">glass cylinder dishwasher-proof, handwash lids and GemPod, disassemble GemPod before cleaning</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<iframe style=""display: none;""></iframe>
\n
\n<iframe style=""display: none;""></iframe>
\n
\n<iframe style=""display: none;""></iframe>",,,taxable,,1,,,0,0,,,,,1,,,114.875020068128512,"Gadgets, Gadgets > Via bottles",,,"https://pickaqua.com/wp-content/uploads/2023/07/1-17.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-7.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-15.jpg, https://pickaqua.com/wp-content/uploads/2023/07/4-6.jpg",,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5325,simple,,"ViA HEAT DIAMONDS | Insulated Crystal Infusion Bottle",1,0,visible,"<strong>diamond slivers (4ct.) | clear quartz</strong>
\n
\nTHE HEAT IS ON. This Crystal Infusion Bottle with genuine gems features lab-quality, double-walled glass for insulation. Enjoy the sparkle of your favorite gemstone blend inside the bottle while brewing your tea on-the-go with the (optional) extra-large tea strainer. Stays cool to the touch. Crystal vibes for your hot or cool drink. Engineered in the German Alps. Made in Germany.","THE PERFECT TEMPERATURE. Thermal shock resistant, double-walled glass insulates cold and hot drinks. Stays cool to the touch.
\n
\nNEXT LEVEL TEA-TO-GO. Enjoy your loose leaf tea with the large capacity, stainless steel tea strainer.
\n
\nDIVERSE. Choose one of 13 traditional gemstone blends.
\n
\nFLEXILID™. Open you bottle with ease while your drink is still warm.
\n
\nVERSATILE. Use the glass insert of your regular ViA bottle for ViA HEAT. They are fully compatible.
\n
\nSUSTAINABLE. Stop using paper cups from your coffee shop and let them fill your ViA HEAT instead.
\n
\nCRYSTAL VIBES. Our 12.2 fl.oz. insulating glass bottle with a holistic blend of genuine crystals is the perfect companion to infuse your warm or cool drink with positive energy on-the-go. Naturopathic doctors have been using the vibrant energy of precious stones to prepare potent crystal elixirs for their therapies for many years. With the help of gemologists and naturopaths we’ve reinterpreted this tradition and created a select number of unique crystal blends aimed at specific crystal attributes.
\n
